gene,SRR12878708,SRR12878713,SRR12878714,SRR12878717,SRR12878718,SRR12878719
SPI1,2169,566,1324,1,63,72
SPIB,65,0,18,0,5,2
SPINK1,0,0,0,0,0,0
SPINK2,72,0,32,2,0,0
SPINT1,135,22,127,13,0,10
SPN,624,152,504,2,7,20
SPP2,0,0,0,9,0,1
SPOCK1,122,23,56,2,3,5
SPP1,19900,4115,9074,19,23,485
SPR,61,8,74,0,4,7
SPRR1A,0,0,0,0,0,0
SPRR1B,0,0,0,1,0,3
SPRR2A,0,0,0,0,0,2
SPRR2B,0,0,0,0,3,0
SPRR2C,0,0,0,0,0,0
SPRR2D,0,0,0,0,0,5
SPRR2E,0,0,0,0,0,1
SPRR2F,0,0,0,1,0,0
SPRR2G,0,0,0,0,0,0
SPRR3,0,0,0,0,0,2
SPTA1,8,2,1,28,2,27
SPTAN1,30775,1690,15456,32,2022,909
SPTB,680,22,382,7,38,21
SPTBN1,121302,3545,60442,108,4857,3688
SPTBN2,1280,23,446,10,20,19
SQLE,277,21,154,3,13,14
SRC,1732,57,632,4,6,35
SRD5A1,53,5,19,7,5,5
SRD5A2,0,5,0,2,5,1
SRI,721,51,418,23,15,35
AKR1D1,2,1,0,0,0,2
SRD5A1P1,19,0,18,0,0,0
SREBF1,1255,115,634,6,38,60
SREBF2,1906,93,996,6,97,56
SRF,1328,70,672,5,31,123
SRM,412,44,280,2,59,65
SRMS,0,0,3,0,0,0
SRP9,1430,86,816,0,16,35
SRP14,2442,265,1807,10,155,176
SRP19,874,74,988,0,130,94
SRP54,866,101,538,4,50,39
SRP68,1789,91,981,18,109,88
SRP72,1339,121,853,1,62,61
SRPK1,1120,209,701,1,101,49
SRPK2,1333,133,821,3,151,141
SRPRA,1968,222,970,9,53,82
SRY,0,0,0,0,0,0
TRIM21,1085,104,720,0,39,123
RO60,2721,118,1370,4,42,42
SSB,749,55,547,0,29,28
SSBP1,634,21,507,8,66,34
SSBP1,634,21,507,8,66,34
ITPRID2,8221,791,5973,8,617,462
SSR1,5566,384,4604,23,91,104
SSR2,1288,75,521,0,37,29
SSR3,1962,117,1427,2,108,54
SSR4,471,71,276,4,16,30
SSRP1,2887,234,2065,5,192,164
SST,0,0,5,0,0,5
SSTR1,58,15,102,4,1,3
SSTR2,65,1,85,0,1,3
SSTR3,0,0,5,6,2,0
SSTR4,0,0,0,3,0,2
SSTR5,0,0,0,0,1,0
SSX1,0,0,0,0,0,9
SSX2,0,0,0,0,0,0
SSX5,0,0,0,0,9,1
SS18,1800,215,1150,5,116,83
DENND2B,1994,45,782,10,142,135
ST13,1476,73,814,4,31,34
ST14,76,53,33,5,3,39
STAC,93,5,24,3,0,14
STAR,5,3,3,7,6,0
STAT1,7946,442,5073,3,329,406
STAT2,1882,219,974,18,183,173
STAT3,6930,875,3857,36,412,385
STAT4,109,27,28,0,2,20
STAT5A,1220,163,651,3,105,29
STAT5B,2455,304,1203,1,99,69
STAT6,2065,292,1101,2,234,123
STATH,0,0,0,0,0,0
STATH,0,0,0,0,0,0
STAU1,2093,183,1157,5,111,104
STC1,12,132,63,1,443,540
HSPA13,957,31,582,0,0,9
SULT1E1,0,0,0,0,0,0
ELOVL4,9,0,5,14,0,7
STIM1,1110,107,564,5,49,27
NEK4,1130,57,429,1,41,32
STK3,691,92,619,2,92,55
STK4,3203,421,2150,8,159,118
AURKA,16,3,11,6,2,15
AURKAP1,56,3,29,0,0,8
CDKL5,427,46,213,8,21,25
STK10,4695,686,3412,5,235,326
STK11,1363,179,587,12,63,111
AURKC,13,0,6,0,0,7
SULT1A2,78,1,77,0,0,5
STRN,2597,182,1818,4,130,95
STX1A,52,0,56,0,25,7
STX3,1386,117,454,3,59,42
STX4,709,94,423,1,81,40
STX5,679,57,277,35,49,68
STXBP1,1524,92,1056,4,113,94
STXBP2,578,196,382,13,43,26
STXBP3,983,94,704,26,66,79
STYX,676,56,494,7,61,12
SULT1A1,348,23,194,1,10,12
SULT1A3,0,0,0,0,0,0
SULT1C2,7,0,117,0,0,1
SULT2B1,8,0,0,0,6,0
SUOX,351,33,142,0,17,5
SULT2A1,0,0,0,0,0,1
SUPT4H1,393,25,207,0,3,5
SUPT5H,3200,237,2742,27,373,324
SUPT6H,5736,456,3658,17,496,305
SUPV3L1,364,13,222,4,24,15
ABCC8,25,2,22,3,7,10
SURF1,288,25,155,11,51,45
SURF1,288,25,155,11,51,45
SURF2,148,33,58,9,15,18
SURF2,148,33,58,9,15,18
SURF4,1644,132,900,6,40,55
SURF4,1644,132,900,6,40,55
MED22,436,33,184,28,77,33
MED22,436,33,184,28,77,33
SURF6,992,82,789,17,67,119
SURF6,992,82,789,17,67,119
SUV39H1,154,24,73,1,1,10
SVIL,2879,285,1446,79,584,566
VAMP1,93,13,47,6,10,1
VAMP2,1711,77,902,0,20,34
VAMP7,6,0,5,0,0,0
XCL2,0,12,5,0,8,1
SYCP1,0,0,0,0,7,1
SYK,4786,556,3120,4,49,36
SYN1,113,4,38,1,9,4
SYN2,109,2,22,16,21,26
SYP,74,6,77,1,0,4
SYPL1,1633,61,902,35,0,11
SYT1,165,4,132,10,8,38
SYT4,21,0,12,0,3,1
SYT5,15,1,13,7,10,3
TBXT,0,0,0,26,2,2
TAC1,0,0,0,0,0,2
TACR2,5,15,6,2,1,6
TAC3,3,1,4,1,6,4
TACC1,20245,1062,11168,32,290,708
ADAM17,1915,141,1141,3,101,65
TACR1,21,24,1,0,29,8
TACR3,0,0,0,0,0,1
TADA2A,423,52,372,0,35,12
TADA2A,423,52,372,0,35,12
TAF1,1839,201,1468,7,329,162
TAF2,931,94,767,4,78,57
TAF4,469,77,338,11,38,45
TAF4,469,77,338,11,38,45
TAF4B,45,7,9,52,90,79
TAGLN,1543,56,1132,17,8,142
TAF5,186,9,71,1,15,0
TAF6,637,68,442,7,28,86
TAF7,4140,242,2787,2,42,67
TAF9,482,25,330,1,26,25
TAF9,482,25,330,1,26,25
TAF10,570,79,381,2,29,22
TAF11,289,19,177,2,59,55
TAF12,320,39,260,1,35,19
TAF13,243,13,170,2,24,43
MAP3K7,1051,108,703,2,57,62
TAL1,1689,82,1084,1,15,43
TAL2,0,0,0,0,0,2
TALDO1,2538,390,1662,25,57,143
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP1,1430,161,748,2,135,94
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAP2,1653,185,995,12,138,67
TAPBP,4530,415,2169,7,148,142
TAPBP,4530,415,2169,7,148,142
TAPBP,4530,415,2169,7,148,142
TAPBP,4530,415,2169,7,148,142
TAPBP,4530,415,2169,7,148,142
TARBP1,266,58,217,2,36,53
TARBP2,154,28,132,1,13,11
TARS1,1225,99,880,2,70,112
TAT,0,3,0,0,0,3
TBX1,16,15,33,9,47,63
CNTN2,229,9,27,5,13,2
TAFAZZIN,138,23,115,0,21,31
TBCA,223,8,163,1,30,37
TBCC,400,41,189,0,3,29
TBCD,981,106,594,39,430,226
TBCD,981,106,594,39,430,226
TBCE,247,21,193,0,1,21
TBCE,247,21,193,0,1,21
TBCE,247,21,193,0,1,21
SERPINA7,0,0,0,0,0,1
TBL1X,1480,49,474,7,28,36
TBP,533,37,426,26,15,19
TBX2,1217,51,458,140,416,188
TBX5,0,0,0,2,18,3
TBX6,28,0,10,3,0,1
TBX15,299,3,82,52,3,18
TBXA2R,136,12,28,57,18,27
TBXAS1,3314,316,3082,7,5,18
TCEA1,663,27,351,0,9,12
TCEA2,436,35,352,1,179,96
TCEA3,373,3,161,1,22,17
TCEA3,373,3,161,1,22,17
ELOC,175,13,141,5,20,22
ELOB,916,101,809,1,22,59
ELOA,1528,84,787,3,101,118
TCF4,7001,568,3399,22,1079,534
TBX3,1940,59,743,7,18,103
HNF1A,17,5,5,0,5,9
HNF1B,0,2,0,20,0,0
HNF1B,0,2,0,20,0,0
TCF3,983,98,501,64,68,99
TCF7,562,34,158,40,8,20
TCF7L2,1227,115,707,1,159,83
ZEB1,10888,349,5746,71,818,808
GCFC2,760,41,273,1,57,4
TCF12,3695,186,2034,37,193,152
TCF15,163,6,140,5,13,19
ZNF354A,169,31,133,0,21,10
TCF19,224,11,98,1,13,19
TCF19,224,11,98,1,13,19
TCF19,224,11,98,1,13,19
TCF19,224,11,98,1,13,19
TCF19,224,11,98,1,13,19
TCF19,224,11,98,1,13,19
TCF19,224,11,98,1,13,19
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF20,2225,171,1163,7,74,105
TCF21,1,1,2,18,25,42
VPS72,556,53,506,4,23,29
MLX,679,79,412,0,60,21
TCN1,20,4,0,0,1,3
TCN2,4282,361,2249,0,97,100
TCOF1,1055,151,976,14,120,96
TCP1,1524,81,888,2,35,70
TCP10L3,0,3,0,2,5,0
TCP11,10,0,13,5,4,0
TECTB,0,0,0,0,0,7
TCTA,331,17,178,3,10,14
DYNLT3,953,40,619,0,5,30
DYNLT2,28,0,25,0,2,4
DYNLT2,28,0,25,0,2,4
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
PPP1R11,580,39,457,4,24,16
DYNLT1,163,42,61,0,9,11
TDG,236,3,171,8,1,6
TDGF1,240,8,152,0,5,2
TDGF1P3,62,2,22,0,0,2
TDO2,3,0,0,2,0,7
TDO2,3,0,0,2,0,7
PRDX2,654,35,307,8,13,6
TEAD1,1553,29,558,7,65,55
TEAD4,209,50,73,0,88,77
TEAD3,123,3,49,0,21,16
TEC,205,24,132,0,29,20
TECTA,35,8,12,11,25,13
TEF,1238,36,495,2,21,18
TMBIM6,12778,775,5760,2,83,101
TEK,4310,291,2390,9,289,143
TEP1,1150,258,945,6,210,110
TERC,591,93,298,11,6,14
TERF1,250,28,153,0,22,23
TERF2,1091,85,488,4,39,34
TERT,0,0,1,11,1,8
TESK1,419,44,190,1,12,15
TF,309,6,22,10,11,12
TFAM,836,56,394,18,54,24
TFAP2A,23,15,4,2,13,4
TFAP2B,1,0,0,5,7,7
TFAP2C,20,5,13,5,0,0
TFAP4,328,56,214,5,12,11
TFCP2,878,40,438,6,54,29
NR2F1,1096,15,263,20,8,25
NR2F2,4357,210,1563,163,1450,653
TFDP1,488,57,299,0,91,57
TFDP2,1102,50,511,2,19,14
TFE3,1100,151,576,33,73,61
TFF1,0,0,0,0,0,0
TFF2,1,0,0,0,0,0
TFF3,0,0,1,1,2,0
TFPI,1940,139,563,1,119,79
TFR2,7,0,7,14,8,6
TFRC,8299,169,4518,3,53,100
TG,1,6,4,2,6,14
TGFA,327,13,253,2,11,3
TGFB1,6991,676,6236,9,153,209
TGFB1I1,525,13,265,5,15,37
TGFB2,1662,4,878,5,28,49
TGFB3,514,11,109,23,24,56
LEFTY2,5,0,0,28,0,2
TGFBI,1718,80,724,4,3,105
TGFBR1,7517,696,3435,1,34,54
TGM4,5,0,7,9,7,6
TGM4,5,0,7,9,7,6
TGFBR2,15182,1052,6477,24,290,310
TGFBR3,1661,89,940,6,76,64
TGIF1,212,34,208,6,33,6
TGM1,10,0,12,0,6,3
TGM1,10,0,12,0,6,3
TGM2,11589,2034,6409,21,848,793
TGM3,2,2,4,1,0,5
TH,0,0,1,0,1,1
THBD,796,89,733,1,201,57
THBS1,2562,160,1876,15,1297,362
THBS2,205,5,31,1,5,19
THBS3,105,17,78,6,56,10
THBS4,90,9,18,5,0,2
TCHH,80,38,286,12,12,17
THOP1,277,46,138,14,20,20
THPO,19,0,8,5,1,0
THRA,1953,78,1018,2,47,36
THRB,444,19,163,31,10,5
THRSP,6,0,0,1,0,1
THY1,110,16,46,37,10,61
KLF10,2461,104,2125,0,88,55
TIA1,685,71,663,32,195,55
TIAL1,1185,97,666,1,61,64
TIAM1,4472,273,2243,7,22,25
TIE1,6434,230,2621,0,475,271
TIMP1,735,302,799,33,93,247
TIMP2,6017,586,3652,9,92,144
TIMP3,14848,405,9073,33,315,285
TIMP4,25,1,12,6,1,3
NKX2-1,2,0,0,4,62,7
TJP1,33471,1280,16546,22,685,656
TJP1,33471,1280,16546,22,685,656
TK1,71,23,45,5,12,30
TK2,1858,176,1437,2,125,61
TKT,1700,352,818,3,52,95
ICAM5,38,2,15,3,0,2
TLE1,670,100,370,11,41,46
TLE2,136,18,112,1,181,53
TLE3,3289,438,2267,6,99,104
TLE4,1145,135,789,0,36,42
TLL1,21,105,31,2,83,13
TLL2,13,4,5,7,3,8
TLN1,33652,2643,18242,71,467,845
SEC62,7760,382,6776,1,290,112
TLR1,1314,117,623,0,1,9
TLR2,377,198,208,0,0,17
TLR3,771,23,473,8,4,0
TLR4,6419,180,2714,1,45,35
TLR5,524,62,396,3,4,4
NR2E1,29,0,1,2,0,1
TSPAN7,1506,26,475,84,128,92
TSPAN8,17,9,6,1,0,0
TM4SF4,0,0,0,0,0,1
TSPAN6,566,49,213,0,29,1
TSPAN4,922,59,385,0,40,9
GPR137B,721,31,398,0,2,17
TM7SF2,104,2,32,0,0,4
TRAPPC10,1357,165,976,188,192,165
TMF1,2383,200,1653,1,143,125
TMOD1,201,9,197,24,0,2
TMPO,1641,95,724,6,29,48
TMPRSS2,10,0,5,1,2,3
TMSB4X,8652,857,5827,31,325,484
CLDN5,6658,883,2871,7,268,509
CLEC3B,10636,363,6810,3,51,81
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNF,403,20,147,0,0,12
TNNC2,17,0,6,0,1,6
TNFAIP1,1160,126,456,3,91,86
TNFAIP2,734,264,836,32,408,166
TNFAIP3,4475,159,5679,3,202,196
TNFAIP6,17,9,0,1,0,2
TNFRSF1A,2037,324,985,2,50,46
TNFRSF1B,3491,567,1943,2,67,63
TNNC1,1,0,7,0,0,0
TNNI1,0,1,0,5,8,21
TNNI2,51,5,7,0,0,0
TNNI2,51,5,7,0,0,0
TNNI3,0,0,0,0,0,0
TNNT1,10,1,1,1,0,13
TNNT2,1,1,1,7,14,0
TNNT3,4,1,0,0,1,0
TNNT3,4,1,0,0,1,0
TNP1,0,3,0,0,0,1
TNP2,0,0,0,5,0,1
TNR,144,0,19,18,14,14
TNS1,22803,831,10643,13,540,518
TNXA,0,0,0,0,0,0
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TNXB,3429,394,1469,4,423,391
TOP1,3902,329,3503,8,260,265
TOP1P1,456,47,393,0,4,26
TOP1P2,0,0,0,0,3,1
TOP2A,38,3,14,1,64,54
TOP2B,6345,241,2798,16,250,114
TOP3A,472,51,197,1,43,59
TOP3A,472,51,197,1,43,59
TP53,818,80,394,3,23,38
TP53BP1,2103,205,1346,38,227,148
TP53BP2,1522,105,1097,13,109,91
TP73,10,0,3,2,6,3
TPBG,17,19,51,1,10,5
TPBG,17,19,51,1,10,5
TPD52,637,39,741,3,118,39
TPD52L1,364,53,230,1,80,54
TPD52L2,1275,184,830,1,35,82
TPH1,4,1,2,0,0,5
TPI1,2651,248,1880,36,139,235
TPM1,5206,364,5316,19,212,493
TPM2,3516,122,3416,15,282,439
TPM3,4588,587,4043,7,400,364
TPM4,8771,532,6215,36,560,938
TPMT,277,10,206,6,6,13
TPO,0,3,5,1,0,3
TPO,0,3,5,1,0,3
TPP2,1669,113,1027,1,143,118
TPR,7286,748,5710,15,762,485
TPSAB1,1,1,0,0,0,0
TPT1,32186,2233,14232,26,512,640
TPTE,15,0,7,5,8,5
CRISP2,0,0,2,0,0,3
NR2C1,423,49,416,1,132,42
NR2C2,1860,163,992,3,137,65
HSP90B1,6311,753,7351,12,681,519
TRAF1,91,10,35,0,29,14
TRAF2,150,35,127,1,12,13
TRAF3,734,51,277,4,38,65
TRAF5,366,26,236,0,21,25
TRAF6,746,39,365,1,89,38
HSP90B2P,4260,476,5185,13,489,252
TRH,218,0,17,8,12,8
TRHR,0,0,0,1,0,0
CCT3,2560,269,1342,49,171,156
TRIO,6224,518,3386,28,905,804
TRIP6,402,52,245,9,26,28
TRO,246,17,182,40,7,19
TRPC1,167,8,116,4,7,4
TRPC2,4,0,6,1,1,0
TRPC3,544,7,119,1,0,12
TRPC4,357,2,100,16,4,14
TRPC5,1,6,1,10,5,52
TRPC6,208,10,161,1,17,17
TRPM2,1404,287,963,2,2,25
TRPS1,1322,126,775,0,11,44
TSN,1397,55,782,7,21,32
TSC1,1353,154,870,1,157,64
TSC2,1432,208,1015,21,399,182
TSG101,658,43,366,0,12,7
TSHB,0,0,0,0,0,0
TSHR,42,0,32,9,2,2
TSNAX,1271,74,651,2,42,23
TSPY1,0,0,0,0,0,0
TSPYL1,1778,81,760,33,13,28
EIPR1,264,13,115,10,41,22
PHLDA2,22,8,42,0,9,20
PHLDA2,22,8,42,0,9,20
TST,102,9,64,0,0,1
GFUS,407,21,181,1,12,34
GFUS,407,21,181,1,12,34
TTC1,1818,92,1433,0,50,81
DNAJC7,1329,129,763,34,100,97
TTC3,2021,199,1312,4,611,204
TTC4,14,1,13,0,0,0
TTF1,491,19,301,4,31,40
TTK,19,0,8,0,0,8
TTN,9329,263,2073,105,276,882
TTPA,7,0,2,1,0,2
TUB,259,7,87,4,2,7
TTR,0,0,1,1,0,0
TUBA4A,231,57,81,10,13,24
TUBA3C,0,1,0,2,0,1
TUBB2A,103,3,66,0,0,1
TUBG1,299,31,177,0,8,43
TUFM,1613,167,1264,10,104,120
TUFT1,58,2,49,0,2,11
TULP1,5,0,2,13,63,11
TULP2,104,2,45,5,0,4
TULP3,346,41,297,0,28,28
HIRA,843,55,432,0,61,76
TWIST1,535,38,198,144,30,170
TNFSF4,92,9,23,0,5,3
TNFRSF4,53,3,37,2,22,13
TXK,34,4,22,0,2,0
TXN,275,48,321,17,46,38
TXNRD1,1782,189,768,3,33,117
TYK2,957,106,495,1,218,200
TYMS,5,0,3,0,0,27
TYR,0,0,1,0,0,4
TYRO3,107,7,98,0,3,16
TYRO3P,22,4,16,0,4,2
TYROBP,4413,384,2983,9,11,53
TYRP1,1,0,0,0,1,3
U2AF1,916,55,392,4,86,56
UBA52,2124,104,1457,5,51,44
UBB,10267,695,10551,83,452,494
UBC,46219,2877,35925,31,2129,1534
UBA1,2531,310,1112,3,134,150
UBA7,1411,139,960,3,210,70
UBE2A,787,66,270,7,18,78
UBE2B,704,90,287,9,21,17
UBE2D1,319,72,231,0,9,35
UBE2D2,928,93,642,1,41,33
UBE2D3,3115,215,2094,4,131,106
UBE2E1,819,46,518,9,45,48
UBE2E2,475,27,417,0,9,6
UBE2G1,854,85,491,1,52,47
UBE2G2,2169,151,1445,11,202,121
UBE2H,2811,180,1593,16,207,84
UBE2I,1211,83,739,4,57,47
UBE2L3,625,35,291,0,48,25
UBE2N,973,52,526,6,9,23
UBE2V1,37,0,10,3,0,3
UBE2V2,512,57,337,1,2,35
UBE3A,2295,155,1244,59,173,131
SUMO1,779,49,488,0,17,38
UBP1,1559,91,962,15,136,99
UBTF,4624,327,3285,47,303,426
UCHL1,67,2,79,2,22,5
UCHL3,279,36,357,1,4,23
UPK1B,0,2,7,1,10,0
UCN,3,0,0,0,0,0
UCP1,0,4,0,0,0,1
UCP2,1217,234,967,3,16,42
UCP3,25,3,5,5,9,10
UFD1,592,81,308,1,74,49
SLC35A2,177,10,84,2,18,2
SCGB1A1,0,0,0,0,0,0
UGCG,172,64,131,3,36,33
UGDH,661,43,253,0,19,18
UGP2,1869,99,672,1,68,53
UGT2B4,0,1,0,0,0,0
UGT2B7,0,0,0,1,2,0
UGT2B10,0,0,0,0,0,4
UGT2B10,0,0,0,0,0,4
UGT2B15,0,0,0,0,0,1
UGT2B15,0,0,0,0,0,1
UGT2B17,0,0,1,0,0,0
UGT8,36,6,9,0,3,17
UMOD,0,0,0,12,2,2
UCK2,267,22,103,1,36,12
UMPS,493,68,218,8,43,20
COL14A1,1344,50,472,10,34,51
UNG,264,46,110,3,20,35
USP4,2168,222,1500,6,125,94
NR1H2,1501,47,700,1,136,72
UPP1,159,40,108,3,167,106
UPK2,0,0,0,1,0,1
UPK3A,3,0,20,0,0,0
UQCRB,1714,69,824,6,23,60
UQCRC1,1427,104,613,5,18,78
UQCRC2,1735,80,769,15,36,33
UQCRFS1,509,26,321,1,1,27
UQCRH,413,25,310,0,34,36
UROD,605,20,486,0,43,32
UROS,399,11,169,0,7,24
USF1,904,84,642,9,84,75
USF2,3457,320,2433,3,149,161
USP1,1347,79,746,3,47,29
USH2A,4,5,1,15,12,14
CLRN1,0,3,0,3,4,5
UTRN,26605,2007,16753,63,3672,1749
KDM6A,886,56,317,3,69,49
UTY,1051,117,695,0,114,1
UVRAG,1162,99,575,18,81,70
VARS1,1618,175,968,8,100,87
VARS1,1618,175,968,8,100,87
VARS1,1618,175,968,8,100,87
VARS1,1618,175,968,8,100,87
VARS1,1618,175,968,8,100,87
VARS1,1618,175,968,8,100,87
VARS1,1618,175,968,8,100,87
VASP,1926,329,977,7,42,191
VAV1,1622,243,1254,9,15,21
VAV2,337,27,197,4,46,20
VBP1,472,37,358,3,16,26
VCAM1,1045,102,1947,9,289,35
VCL,7117,377,3040,19,214,281
VCP,6429,561,3808,15,228,334
VDAC1,799,75,756,2,37,33
VDAC2,375,36,209,6,17,16
VDAC3,820,62,465,4,23,43
VDR,15,16,12,8,4,15
VEGFA,553,80,405,20,5,90
VEGFB,1900,204,1172,8,48,74
VEGFC,362,72,299,2,140,23
VGF,4,0,4,7,4,15
VHL,1171,79,571,23,75,59
VIL1,0,1,5,1,4,1
EZR,2623,170,2295,12,150,214
VIM,16056,2938,12528,77,2359,2775
VIP,9,1,1,0,7,2
VIPR1,164,5,194,24,5,6
VIPR2,0,3,3,3,0,3
VLDLR,92,22,34,0,3,2
BEST1,653,34,213,1,4,12
VPREB1,0,0,0,0,5,2
TRPV1,102,18,86,24,61,39
VRK1,281,3,172,0,0,2
VRK2,527,62,250,9,34,14
VSNL1,401,3,132,2,2,7
VTN,22,0,25,0,1,1
VWF,33308,10107,18302,163,7032,2655
WARS1,2224,353,1460,13,642,245
WAS,1452,229,1077,4,1,30
ZAN,2,7,0,14,7,28
WIPF1,3216,394,1616,27,101,94
EIF4H,2574,192,1395,1,71,64
CLIP2,2924,160,2006,7,142,140
LAT2,2112,212,1291,23,1,84
CORO2A,54,27,17,4,3,18
WEE1,165,7,141,19,44,32
WFS1,1367,32,501,18,29,20
NSD2,1504,157,893,30,196,141
NELFA,506,26,224,11,56,19
WNT1,0,1,1,2,0,1
WNT2,0,2,1,1,0,4
WNT3,6,0,2,3,0,2
WNT3,6,0,2,3,0,2
WNT3,6,0,2,3,0,2
WNT5A,270,67,317,2,27,7
WNT6,58,0,45,2,0,1
WNT7A,11,0,0,2,13,6
WNT7B,40,0,7,7,3,13
WNT8A,0,0,0,1,0,0
WNT8B,0,0,0,0,0,1
WNT10B,13,7,11,6,0,0
WNT11,15,2,18,4,2,2
WNT2B,28,2,34,2,23,3
WNT9A,0,0,20,1,0,3
WNT9B,4,5,10,0,7,1
WNT9B,4,5,10,0,7,1
GET1,531,45,350,2,31,23
WRN,835,38,577,1,131,87
WT1,0,5,0,4,1,10
XBP1,2874,158,2430,36,872,103
XDH,0,5,0,0,10,6
XG,0,0,0,0,15,8
XIST,1,1,0,7,3,391
XK,12,1,24,2,1,0
XPA,873,36,698,5,81,50
XPC,2086,223,1471,5,191,101
XPNPEP1,444,63,191,10,39,40
XPNPEP2,94,2,28,6,9,9
XPO1,2577,217,1690,8,44,76
XRCC1,650,32,418,3,41,66
XRCC2,0,0,3,1,0,3
XRCC3,165,22,53,14,54,14
XRCC4,140,14,112,1,11,9
XRCC5,7020,419,3677,4,166,191
YES1,2457,133,965,8,106,138
YY1,1901,183,1021,11,93,122
YWHAB,7060,495,5074,12,194,277
YWHAE,6952,418,5211,55,163,246
YWHAE,6952,418,5211,55,163,246
YWHAG,2957,267,2222,5,171,182
YWHAH,8413,848,8554,6,250,472
YWHAZ,7231,556,4458,53,133,264
ZAP70,46,34,4,0,2,5
SF1,5097,428,3269,27,349,415
ZFP36,28495,497,13869,12,1043,962
ZFP37,40,0,53,13,13,2
ZBTB14,755,30,499,1,58,13
ZFPL1,246,4,130,0,4,5
ZFX,1549,161,819,1,36,27
ZFY,854,40,450,4,27,2
ZIC1,2546,8,670,7,8,42
ZIC2,2493,95,1194,24,48,32
ZIC3,1219,37,407,0,0,11
ZNF2,228,28,112,8,1,3
ZNF3,712,30,365,0,36,26
ZNF711,496,180,471,879,1109,1163
ZNF7,306,23,124,26,7,30
ZNF8,791,31,384,2,49,29
CNBP,10156,444,6447,10,120,224
ZNF10,205,6,92,0,0,2
ZNF12,1014,80,608,7,44,64
ZNF14,199,14,148,1,4,15
ZNF708,678,46,354,0,12,40
ZNF16,112,13,118,0,10,7
ZNF17,285,30,138,0,12,5
ZNF18,253,24,145,0,36,12
ZNF19,90,13,52,0,0,0
ZNF20,1,0,0,0,0,0
ZNF182,288,30,200,11,50,11
ZNF22,971,68,570,7,9,22
ZNF23,204,37,209,1,38,13
ZNF24,3196,160,1629,44,97,69
ZNF26,440,30,237,1,5,26
ZNF28,741,40,384,0,11,29
ZSCAN20,327,16,183,0,20,0
ZNF32,332,13,200,0,20,21
ZNF33A,1965,103,1201,0,72,52
ZNF33B,841,21,521,1,46,27
ZNF35,475,32,236,4,24,55
ZNF35,475,32,236,4,24,55
ZKSCAN1,5379,205,3242,19,238,190
ZNF37A,935,82,424,4,102,48
ZSCAN21,154,3,110,0,1,3
ZNF41,784,57,560,0,16,28
MZF1,120,17,129,3,34,15
ZNF43,733,67,340,0,42,21
ZNF43,733,67,340,0,42,21
ZNF45,777,88,265,0,7,28
ZBTB25,292,22,174,1,20,33
ZNF69,97,8,78,0,24,14
ZNF70,504,26,256,7,29,19
ZNF74,110,28,150,1,2,6
ZNF75D,185,45,147,0,21,18
ZNF75A,356,29,160,0,9,12
ZNF76,437,43,217,3,89,26
ZNF79,449,8,281,0,0,4
ZNF80,0,0,0,4,0,3
ZNF84,783,40,480,62,93,121
ZNF221,177,12,215,2,24,24
ZNF85,247,10,113,0,0,7
ZNF85,247,10,113,0,0,7
ZNF90,2052,118,1966,0,20,68
ZNF91,2508,182,1316,0,127,65
ZNF99,12,0,9,5,1,7
ZNF222,135,6,113,0,0,5
ZNF121,589,33,432,0,25,30
ZNF124,1184,44,588,0,23,8
MKRN3,13,10,0,2,1,0
MKRN7P,10,1,6,0,0,0
ZNF131,811,37,486,0,99,65
ZNF132,262,8,93,0,1,1
ZNF133,194,17,121,0,13,13
ZNF134,161,12,47,0,4,9
ZNF135,191,16,100,0,4,32
ZNF136,632,64,355,0,19,5
ZNF137P,50,7,45,1,4,1
ZNF138,223,28,172,0,6,15
ZNF140,248,16,140,0,5,22
ZNF141,628,64,387,8,10,11
